,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,ppi
569,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.02,109494,0,0,112
570,HP,Workstation,Intel Core i5,8,Nvidia Quadro,Windows 10,3.14,205716,0,0,106
571,HP,Notebook,Other Intel Processor,8,Intel HD,Windows 10,1.94,43023,0,0,112
572,HP,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,1.95,71779,0,1,141
573,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,91798,0,0,141
574,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.05,75761,0,0,141
575,Mediacom,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.4,27539,0,0,157
576,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.24,206269,1,0,157
577,Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.6,294527,0,1,127
578,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.14,301827,0,0,127
579,Dell,Notebook,Intel Core i7,8,AMD Radeon,Other Os_system,2.2,82839,0,0,141
580,Mediacom,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.45,43023,0,1,157
581,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,111484,0,0,100
582,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.49,79521,0,0,166
583,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,1.93,169992,0,0,141
584,Dell,Netbook,Other Intel Processor,4,Intel HD,Other Os_system,1.26,32627,0,0,135
585,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.5,259799,0,0,127
586,HP,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,165678,0,1,127
587,Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows 10,1.4,185033,0,1,157
588,Lenovo,Notebook,Intel Core i7,12,Intel HD,Windows 10,2.2,67355,1,0,100
589,Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.73,195762,0,1,127
590,Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.2,81733,1,0,100
591,Lenovo,Notebook,AMD-A-Series,12,AMD Radeon,Windows 10,2.2,104959,0,0,141
592,Dell,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,1.39,66691,1,0,135
593,Samsung,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,187909,0,0,141
594,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.8,58507,0,0,127
595,Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.29,50765,0,0,100
596,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,223965,1,1,166
597,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.7,163024,0,1,157
598,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.34,184702,1,0,176
599,Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.06,194987,1,0,141
600,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,134821,0,0,141
601,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,73880,0,0,100
602,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.6,36387,0,0,157
603,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.14,243209,0,0,127
604,Dell,Notebook,Intel Core i3,4,AMD Radeon,Other Os_system,2.18,51429,0,0,100
605,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,254269,0,0,282
606,Toshiba,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.2,154729,0,1,141
607,Lenovo,Notebook,Intel Core i5,6,Intel HD,Windows 10,2.4,62378,0,0,141
608,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,2,143669,1,1,141
609,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.6,38599,0,0,112
610,Lenovo,Notebook,Other Intel Processor,32,Nvidia Quadro,Windows 10,2.5,541829,0,1,282
611,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.59,97217,0,0,141
612,Dell,Notebook,Intel Core i3,4,Intel HD,Other Os_system,2.18,48995,0,0,100
613,Dell,Notebook,Intel Core i3,4,Intel HD,Other Os_system,2.25,39705,0,0,100
614,Dell,Notebook,Intel Core i5,4,Intel HD,Other Os_system,1.93,96111,0,0,100
615,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3,129180,0,0,127
616,Dell,Notebook,Intel Core i5,4,AMD Radeon,Other Os_system,2.18,62931,0,0,141
617,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.84,153623,0,0,141
618,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.94,250730,0,0,141
619,Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Other Os_system,1.25,41917,1,1,135
620,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.31,124314,0,0,112
621,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.65,162029,0,0,157
622,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.2,85825,0,0,141
623,Fujitsu,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.2,88369,0,0,100
624,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.88,103079,0,0,100
625,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,99429,0,0,141
626,Mediacom,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.4,26433,0,0,157
627,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.2,51760,0,0,141
628,Asus,2 in 1 Convertible,Intel Core i5,6,Intel HD,Windows 10,1.5,70673,1,0,166
629,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2,201292,0,0,141
630,Asus,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.1,210140,0,0,157
631,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.62,163577,0,0,141
632,Lenovo,Notebook,Intel Core i5,4,Intel UHD,Windows 10,1.8,91687,0,0,141
633,Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,2.2,64037,0,0,141
634,Asus,Notebook,Other Intel Processor,8,Intel HD,Windows 10,2,44129,0,0,100
635,Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.99,100203,0,0,141
636,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.23,206711,1,0,276
637,Lenovo,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.42,27539,0,0,112
638,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,194324,1,1,166
639,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.06,265329,1,0,282
640,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,122655,0,1,141
641,HP,Notebook,AMD-A-Series,8,AMD Radeon,Windows 10,2.6,57512,0,0,108
642,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.14,270970,0,1,157
643,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.5,129291,0,1,141
644,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,49770,0,0,100
645,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.43,30304,0,0,112
646,Acer,Ultrabook,Intel Core i5,8,Intel Graphics,Windows 10,1.8,101641,0,1,157
647,Razer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.95,287449,0,0,157
648,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.2,134157,0,0,166
649,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,175190,0,1,176
650,Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,3.8,309569,0,1,127
651,Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Other Os_system,2.4,78415,0,0,141
652,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.2,160259,0,0,166
653,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,131724,0,0,141
654,HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,40258,0,0,100
655,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,117678,0,1,141
656,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.2,101641,0,0,141
657,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.2,125531,0,0,141
658,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.31,132277,0,1,141
659,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,348058,0,1,255
660,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.56,135927,0,0,157
661,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,46341,0,0,100
662,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.2,59171,0,0,141
663,HP,Notebook,Intel Core i3,6,AMD Radeon,Windows 10,2.04,59613,0,0,141
664,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,164351,0,0,127
665,Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,55078,0,0,100
666,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.06,105623,0,0,141
667,HP,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.1,82397,0,0,141
668,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,139134,0,1,141
669,Acer,Notebook,Intel Core i3,4,Intel HD,Other Os_system,2.1,45567,0,0,100
670,Microsoft,Ultrabook,Intel Core i7,8,Intel Iris,Windows 10,1.252,206490,1,0,201
671,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,1.90,90360,0,0,141
672,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.3,114360,1,1,166
673,Lenovo,Notebook,AMD-E-Series,4,AMD Radeon,Windows 10,2.2,38599,0,0,100
674,HP,2 in 1 Convertible,Intel Core i3,4,Nvidia GeForce,Windows 10,1.63,77309,1,1,157
675,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,143116,0,0,141
676,Asus,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.1,125531,0,0,157
677,HP,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Other Os_system,1.4,54747,1,0,135
678,LG,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.09,254269,0,1,141
679,Acer,Gaming,Intel Core i5,16,Nvidia GeForce,Windows 10,2.5,143669,0,0,141
680,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,110268,0,0,141
681,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.86,46341,0,0,100
682,Dell,Gaming,Intel Core i5,16,Nvidia GeForce,Windows 10,3.21,226840,0,0,141
683,HP,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.5,77309,0,1,127
684,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows 10,1.19,165789,1,1,166
685,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.49,311117,0,0,141
686,HP,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,1.86,67687,0,0,100
687,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.2,60277,0,0,100
688,HP,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.65,62931,0,1,127
689,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.1,35170,0,0,100
690,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,1.45,41475,0,0,112
691,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.7,77309,0,0,157
692,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,3.14,210914,0,0,127
693,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.42,286454,1,0,210
694,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.5,107613,0,1,166
695,Acer,Netbook,Other Intel Processor,4,Intel HD,Windows 10,1.4,29751,0,0,135
696,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.38,193439,1,0,157
697,Asus,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Other Os_system,1.2,73991,1,0,176
698,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.36,207596,1,0,166
699,HP,Notebook,Intel Core i7,4,AMD Radeon,Windows 10,2.1,76203,0,1,141
700,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.56,90581,0,0,141
701,Lenovo,Notebook,AMD-A-Series,4,AMD Radeon,Windows 10,2.2,44129,0,0,141
702,Lenovo,Notebook,AMD-A-Series,8,AMD Radeon,Windows 10,2.2,47447,0,0,100
703,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,68682,0,0,141
704,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.90,49770,0,0,100
705,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,87927,0,0,141
706,Acer,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows 10,1.6,110489,1,1,166
707,Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 7,2.18,205163,0,0,141
708,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.8,131724,0,0,157
709,HP,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.71,72443,0,1,127
710,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,138139,0,1,141
711,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Other Os_system,1.64,120443,0,0,157
712,Dell,Notebook,Intel Core i5,8,Intel HD,Other Os_system,1.98,80295,0,0,141
713,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.5,32958,0,0,157
714,Dell,Notebook,Intel Core i5,16,Intel HD,Windows 10,1.93,157715,0,0,141
715,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.87,94784,0,1,157
716,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,130397,0,0,141
717,Lenovo,Notebook,AMD-A-Series,4,AMD Radeon,Windows 10,2.19,32958,0,0,100
718,Mediacom,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.4,29309,0,1,162
719,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.63,132720,0,0,127
720,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.17,186471,0,1,210
721,HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.58,92461,1,1,118
722,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.32,165789,0,1,157
723,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.36,404685,0,0,255
724,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,149088,0,0,127
725,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,1.9,54083,0,0,100
726,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.2,79521,0,0,141
727,Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,1.71,71779,1,0,166
728,Dell,Notebook,Intel Core i5,8,AMD Radeon,Other Os_system,2.32,65143,0,0,100
729,HP,Notebook,AMD-A-Series,4,AMD Radeon,Windows 10,2.1,54083,0,0,141
730,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,214011,0,1,127
731,Dell,Notebook,Intel Core i5,12,Intel HD,Windows 10,2.25,71779,0,0,100
732,HP,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.1,71890,0,0,141
733,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.4,61825,0,0,100
734,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.44,106176,0,1,166
735,Lenovo,Notebook,Intel Core i7,4,Intel HD,Windows 10,1.85,86157,0,0,141
736,HP,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,2.6,267541,0,0,141
737,Dell,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows 10,1.55,72885,1,0,166
738,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,231596,0,0,141
739,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,45346,0,0,100
740,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.0,133494,0,0,141
741,Dell,Notebook,Intel Core i3,8,Intel HD,Windows 10,2,73549,0,0,100
742,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.25,169771,1,1,157
743,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.7,110489,1,0,157
744,Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,2.5,364869,0,1,282
745,Acer,Notebook,Other Intel Processor,2,Intel HD,Other Os_system,1.68,36498,0,0,112
746,Samsung,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,0.81,182379,0,0,166
747,HP,Notebook,Intel Core i3,8,Intel HD,Windows 10,1.86,59613,0,0,141
748,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,124535,0,0,112
749,HP,Workstation,Other Intel Processor,16,Nvidia Quadro,Windows 7,3,485423,0,1,127
750,Lenovo,Netbook,Other Intel Processor,4,Intel HD,Windows 10,1.4,52535,1,0,135
751,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,210140,0,0,141
752,Asus,Notebook,Intel Core i5,4,Nvidia GeForce,No OS,2.45,64037,0,0,100
753,Lenovo,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.7,121217,0,0,157
754,Asus,Notebook,Intel Core i7,4,Intel HD,Windows 10,2.37,93899,0,0,100
755,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.3,132609,1,1,276
756,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,121549,0,1,141
757,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.59,172646,0,0,141
758,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.42,317200,0,1,282
759,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,66249,0,0,100
760,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,115908,0,1,141
761,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.18,205605,0,0,176
762,Google,Ultrabook,Intel Core i5,8,Intel HD,Other Os_system,1.1,172425,1,0,235
763,Asus,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,124867,0,1,276
764,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.65,93899,0,0,118
765,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.6,72443,0,0,118
766,Asus,Notebook,Other Intel Processor,4,Nvidia GeForce,Windows 10,2.8,51982,0,0,91
767,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.72,121549,1,1,282
768,Samsung,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.31,176849,1,0,166
769,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.1,32958,0,0,100
770,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.3,130618,0,0,141
771,Samsung,2 in 1 Convertible,Intel Core i7,16,AMD Radeon,Windows 10,1.71,198969,1,0,147
772,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.75,112812,0,1,112
773,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,121549,0,0,141
774,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,137586,0,0,125
775,Asus,2 in 1 Convertible,Intel Core i7,12,Nvidia GeForce,Windows 10,2.3,92793,1,0,141
776,Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows 7,2.5,262122,0,0,282
777,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.8,70341,0,1,157
778,Razer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.95,320629,0,0,157
779,Asus,Notebook,Other Intel Processor,8,Intel HD,Windows 10,2,64258,0,0,141
780,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,396832,0,1,127
781,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,259910,0,1,127
782,Toshiba,Ultrabook,Intel Core i7,16,Nvidia GeForce,Windows 10,1.47,195098,0,1,157
783,Lenovo,Notebook,Other Intel Processor,8,Intel HD,No OS,2.2,36387,0,0,100
784,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.7,254269,0,0,157
785,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.6,209144,0,1,157
786,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,120443,0,0,141
787,Lenovo,Gaming,Intel Core i7,4,Nvidia GeForce,Windows 10,2.4,110489,0,1,141
788,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,254269,0,1,127
789,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.62,108941,0,0,141
790,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.24,148093,0,0,141
791,Vero,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.22,22341,0,0,157
792,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,217882,1,1,166
793,Lenovo,2 in 1 Convertible,Intel Core i5,8,AMD Radeon,Windows 10,2.08,106065,1,0,141
794,Apple,Ultrabook,Other Intel Processor,8,Intel HD, Mac OS,0.920,128849,0,1,226
795,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.42,257698,1,1,210
796,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.63,33069,0,0,112
797,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,89586,0,0,100
798,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.38,149199,1,1,158
799,Dell,Notebook,Intel Core i3,8,AMD Radeon,Windows 10,2,81733,0,0,141
800,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,3.14,228278,0,0,141
801,Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.37,121549,0,0,141
802,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,165789,0,0,166
803,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.06,193439,1,0,282
804,Dell,Netbook,Other Intel Processor,4,Intel HD,Windows 10,1.63,82286,0,0,135
805,HP,Netbook,Intel Core i5,8,Intel HD,Windows 10,1.26,153623,0,0,125
806,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,86268,0,0,100
807,HP,Notebook,AMD-A-Series,8,AMD Radeon,Windows 10,2.04,69567,0,0,100
808,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.62,185697,0,0,282
809,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.4,67355,0,0,141
810,HP,Gaming,Intel Core i7,12,AMD Radeon,Windows 10,3.74,193439,0,1,127
811,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,267099,0,0,127
812,Samsung,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,0.81,165789,0,0,166
813,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.98,106286,0,0,141
814,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.18,87263,0,0,141
815,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.32,205605,0,0,157
816,Razer,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.29,198969,1,1,352
817,HP,Netbook,Other Intel Processor,4,Intel HD,Other Os_system,1.23,42581,0,0,135
818,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,277053,0,1,127
819,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.76,83503,0,0,112
820,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,54083,0,0,100
821,Toshiba,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.25,120554,0,0,112
822,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.13,276389,0,1,157
823,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,132609,0,0,141
824,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.13,207375,0,1,157
825,Toshiba,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.75,55189,0,0,112
826,Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.1,150194,1,0,166
827,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.76,64701,0,0,112
828,Acer,Netbook,Other Intel Processor,4,Intel HD,Other Os_system,1.35,39263,0,1,135
829,Acer,Notebook,Intel Core i3,8,Intel HD,Windows 10,1.5,68461,0,1,157
830,Razer,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,3.49,608189,1,0,255
831,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.1,232149,0,1,210
832,Asus,Notebook,Intel Core i5,4,Nvidia GeForce,Other Os_system,2.1,57401,0,0,141
833,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.7,131171,0,0,157
834,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.32,182490,0,1,157
835,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.21,306804,0,0,141
836,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,267541,0,0,127
837,Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.0,73991,0,0,100
838,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,1.5,35945,0,0,112
839,Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,65254,0,0,141
840,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.73,198969,0,0,127
841,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,339763,0,1,127
842,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.63,100646,0,0,106
843,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,78857,0,0,100
844,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.54,206822,0,0,157
845,Dell,Notebook,Intel Core i7,4,AMD Radeon,Windows 10,2.18,81733,0,0,141
846,HP,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Other Os_system,1.4,68019,1,0,135
847,Asus,Ultrabook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.45,113475,0,1,166
848,HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.28,251836,1,0,166
849,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.54,162360,0,0,157
850,HP,Notebook,Other Intel Processor,4,Intel HD,No OS,1.86,33069,0,0,100
851,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.1,210029,0,0,141
852,Dell,Notebook,Intel Core i7,8,AMD Radeon,Other Os_system,2.83,95669,0,0,127
